йатгцояиа;пеяицяажг;а/а;йыд. пекатг;епымулиа;тгкежымо;тфияос;% етаияиас;% йатгцояиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос;глеяес пистысгс
="01";="лекос";17;="1349";="лгметтоу  еуаццекиа  ое";="2243059233";1820,15;0,37;0,44;24,39;1823,79;100,20;17,90;0,98;0,00;0,00;-21,54;-1,18;98,56;5,41;
="01";="лекос";18;="1439";="лгтсоу хылаис";="2241098099";1469,12;0,30;0,35;24,74;1383,56;94,18;85,56;5,82;0,00;0,00;0,00;0,00;106,22;7,23;
="01";="лекос";19;="1248";="ливакайгс басикгс";="22410-34282";12008,63;2,43;2,87;27,61;11462,00;95,45;423,40;3,53;123,23;1,03;0,00;0,00;735,36;6,12;
="01";="лекос";20;="1334";="матсийа  окца";="2241050095";2814,77;0,57;0,67;28,28;2739,48;97,33;75,29;2,67;0,00;0,00;0,00;0,00;185,39;6,59;
="01";="лекос";21;="1238";="памациытоу мийокаос";="22420-72234";18348,68;3,71;4,39;32,67;17926,44;97,70;473,04;2,58;330,43;1,80;-381,23;-2,08;842,21;4,59;
="01";="лекос";22;="1206";="памас  аятелиос";="22410-30585";12088,76;2,45;2,89;35,56;11892,90;98,38;415,37;3,44;200,19;1,66;-419,70;-3,47;344,73;2,85;
="01";="лекос";23;="1263";="пападайг ахамасиа";="2242028449";6338,51;1,28;1,52;37,08;6242,69;98,49;142,02;2,24;54,88;0,87;-101,08;-1,59;254,49;4,01;
="01";="лекос";24;="1327";="папахылас фаваяиас";="2242068726";7980,73;1,62;1,91;38,99;8054,30;100,92;39,39;0,49;72,50;0,91;-185,46;-2,32;285,78;3,58;
="01";="лекос";25;="1304";="папаливагк басикеиос";="2241065872";15168,79;3,07;3,63;42,61;14763,52;97,33;654,00;4,31;43,76;0,29;-292,49;-1,93;696,75;4,59;
="01";="лекос";26;="1356";="паукидгс цеыяциос & сиа ее";="2241061881";4874,78;0,99;1,17;43,78;4664,71;95,69;239,27;4,91;11,30;0,23;-40,50;-0,83;250,77;5,14;
="01";="лекос";27;="1203";="пеяцамтгс памациытгс";="22410-78977";14430,03;2,92;3,45;47,23;14377,84;99,64;307,59;2,13;136,32;0,94;-391,72;-2,71;535,55;3,71;
="01";="лекос";28;="1346";="пеяидгс иайыбос & сиа ее";="2241033730";3089,89;0,63;0,74;47,97;2614,05;84,60;436,24;14,12;39,60;1,28;0,00;0,00;239,92;7,76;
="01";="лекос";29;="1282";="пеяос цеыяциос";="22410-87076";5190,13;1,05;1,24;49,21;5193,15;100,06;71,23;1,37;0,00;0,00;-74,25;-1,43;242,20;4,67;
="01";="лекос";30;="1414";="петас амтымиос  ТОУ  амастасиоу";="2241047077";10705,11;2,17;2,56;51,77;10095,80;94,31;258,77;2,42;350,54;3,27;0,00;0,00;724,87;6,77;
="01";="лекос";31;="1243";="петяа еуцемиа & сиа ое";="2247023782";9092,14;1,84;2,17;53,94;7379,30;81,16;1647,24;18,12;65,60;0,72;0,00;0,00;699,72;7,70;
="01";="лекос";32;="1202";="пуяцос цеыяциос";="22410-65610";17710,55;3,58;4,24;58,18;17528,76;98,97;239,90;1,35;183,37;1,04;-241,48;-1,36;830,74;4,69;
="01";="лекос";33;="1407";="с. ж. еуаццекидг сабба & дглгтяас-ливакитсас ое";="2244044375";14268,54;2,89;3,41;61,59;13942,13;97,71;180,45;1,26;174,26;1,22;-28,30;-0,20;816,05;5,72;
="01";="лекос";34;="1365";="с. ж. палпайа дглгтяиоу & сытгяиоу ое";="2241093053";11971,99;2,42;2,86;64,45;11697,26;97,71;230,20;1,92;44,53;0,37;0,00;0,00;727,04;6,07;
="01";="лекос";35;="1442";="с.ж. йокояифоу ахгмас & салпац йяистиамас ое";="2244032232";9229,63;1,87;2,21;66,66;8664,22;93,87;330,33;3,58;235,08;2,55;0,00;0,00;578,43;6,27;
="01";="лекос";36;="1443";="с.ж. яофас & акенамдяоу циаккоусг  ое";="2241085998";4076,09;0,83;0,97;67,64;4042,08;99,17;89,72;2,20;20,13;0,49;-75,84;-1,86;184,27;4,52;
="01";="лекос";37;="0756";="с.ж. стауяопоукос в. - паппоу е. ое";="2241075747";3641,23;0,74;0,87;68,51;3286,71;90,26;276,25;7,59;78,27;2,15;0,00;0,00;217,36;5,97;
="01";="лекос";38;="1379";="с.ж. тсицамг е. & лакамдягс е. ое";="2241090004";5853,41;1,18;1,40;69,91;5145,46;87,91;575,62;9,83;132,33;2,26;0,00;0,00;425,97;7,28;
="01";="лекос";39;="1418";="с.ж. ватфгйыста сталатиас & лаяиас ое";="2241028132";2437,00;0,49;0,58;70,49;2224,91;91,30;249,00;10,22;11,30;0,46;-48,21;-1,98;118,86;4,88;
="01";="лекос";40;="1446";="саяг лаяиа - сталатиа";="2241020246";6301,71;1,28;1,51;72,00;5983,27;94,95;291,42;4,62;256,14;4,06;-229,12;-3,64;226,02;3,59;
="01";="лекос";41;="1359";="стауяоукгс д. вяусобакамтгс памациытгс";="22410-37603";12882,11;2,61;3,08;75,08;12227,38;94,92;888,13;6,89;155,47;1,21;-388,87;-3,02;478,93;3,72;
="01";="лекос";42;="1295";="сж папакафаяоу й- сталоукг й ое";="22410-74260";2002,35;0,41;0,48;75,56;2321,26;115,93;172,52;8,62;22,60;1,13;-514,03;-25,67;-324,60;-16,21;
="01";="лекос";43;="1204";="жамтидоу паяхема";="22410-48027";9467,19;1,92;2,26;77,82;9093,80;96,06;317,74;3,36;55,65;0,59;0,00;0,00;627,57;6,63;
="01";="лекос";44;="1469";="жаялайеио ц. леилаягс - аий. фаияг ое";="2243051900";2849,27;0,58;0,68;78,50;2597,61;91,17;221,26;7,77;30,40;1,07;0,00;0,00;180,61;6,34;
="01";="лекос";45;="1236";="жаялайеио фаияг аий. & леилаягс лив. ое";="22430-22206";10424,91;2,11;2,49;80,99;10275,38;98,57;242,39;2,33;79,62;0,76;-172,48;-1,65;498,20;4,78;
="01";="лекос";46;="1400";="жаялайеио мийокаос екеухеяиос потсоу - амтымиос йаяаокамгс ое";="2244022060";11463,55;2,32;2,74;83,74;10522,84;91,79;645,30;5,63;295,41;2,58;0,00;0,00;788,53;6,88;
="01";="лекос";47;="1419";="жаялайеио мийокаоу йояила & сиа ое";="2241021089";8210,02;1,66;1,96;85,70;8126,62;98,98;265,46;3,23;19,91;0,24;-201,97;-2,46;316,94;3,86;
="01";="лекос";48;="1363";="жаялайеио жкыяас аяцуяоу йаи сиа ое";="2244022200";6297,84;1,27;1,51;87,21;6325,27;100,44;173,90;2,76;31,80;0,50;-233,13;-3,70;150,69;2,39;
="01";="лекос";49;="1438";="жаялайеио ьукка акенамдяас & сиа ое";="2241030404";8937,89;1,81;2,14;89,34;8347,85;93,40;475,18;5,32;114,86;1,29;0,00;0,00;629,85;7,05;
="01";="лекос";50;="1207";="жоутоукгс  памациытгс";="22440-22543";10652,71;2,16;2,55;91,89;10096,84;94,78;476,40;4,47;79,47;0,75;0,00;0,00;709,72;6,66;
="01";="лекос";51;="1355";="ватфамтымг  амхг";="2244051250";7400,55;1,50;1,77;93,66;7291,10;98,52;231,03;3,12;65,64;0,89;-187,22;-2,53;261,30;3,53;
="01";="лекос";52;="1286";="ватфгцеыяциоу паяасйеуг";="22410-81661";8731,88;1,77;2,09;95,75;8613,96;98,65;217,75;2,49;136,45;1,56;-236,28;-2,71;336,51;3,85;
="01";="лекос";53;="1329";="ватфгпамтсоу  екемг";="2242041642";5148,16;1,04;1,23;96,98;5205,72;101,12;99,30;1,93;21,44;0,42;-178,30;-3,46;177,62;3,45;
="01";="лекос";54;="1256";="ватфгсталатгс елламоугк";="22410-91872";7319,08;1,48;1,75;98,73;7105,55;97,08;461,38;6,30;61,44;0,84;-309,29;-4,23;181,50;2,48;
="01";="лекос";55;="1297";="виытг екемг";="22410-31612";2249,81;0,46;0,54;99,27;2040,10;90,68;200,05;8,89;9,66;0,43;0,00;0,00;159,52;7,09;
="01";="лекос";56;="1339";="ьаяас мийокаос & сиа ое";="2244051875";3062,58;0,62;0,73;100,00;3089,79;100,89;317,71;10,37;0,00;0,00;-344,92;-11,26;-128,62;-4,20;
йатгцояиа;пеяицяажг;а/а;йыд. пекатг;епымулиа;тгкежымо;тфияос;% етаияиас;% йатгцояиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос;глеяес пистысгс
="02";="лг лекос-жаялайеио";1;="1436";="акенопоукоу  аийатеяимг";="2246070040";1542,40;0,31;2,97;2,97;1529,45;99,16;12,95;0,84;0,00;0,00;0,00;0,00;98,00;6,35;
йатгцояиа;пеяицяажг;а/а;йыд. пекатг;епымулиа;тгкежымо;тфияос;% етаияиас;% йатгцояиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос;глеяес пистысгс
="02";="лг лекос-жаялайеио";2;="1406";="диайосаббас  ахамасиос";="2241028858";491,50;0,10;0,95;3,91;435,19;88,54;56,31;11,46;0,00;0,00;0,00;0,00;58,01;11,80;
="02";="лг лекос-жаялайеио";3;="1214";="еустахиоу яоуса";="22410-27878";11173,16;2,26;21,49;25,41;10557,58;94,49;536,18;4,80;79,40;0,71;0,00;0,00;679,66;6,08;
="02";="лг лекос-жаялайеио";4;="1217";="йаийгс ливагк";="22410-41830";181,79;0,04;0,35;25,76;0,00;0,00;181,79;100,00;0,00;0,00;0,00;0,00;-6,74;-3,71;
="02";="лг лекос-жаялайеио";5;="1447";="йамтг  хеодосиа";="2241070111";3638,67;0,74;7,00;32,75;2984,03;82,01;295,07;8,11;359,57;9,88;0,00;0,00;224,87;6,18;
="02";="лг лекос-жаялайеио";6;="1435";="йассапайг  иыа.  екемг";="2241093390";109,90;0,02;0,21;32,97;65,02;59,16;44,88;40,84;0,00;0,00;0,00;0,00;9,40;8,55;
="02";="лг лекос-жаялайеио";7;="1301";="коифоу иоустимг";="2241074888";97,18;0,02;0,19;33,15;58,26;59,95;16,32;16,79;22,60;23,26;0,00;0,00;8,29;8,53;
="02";="лг лекос-жаялайеио";8;="1376";="ливакайг  вяистима";="2241071920";2267,89;0,46;4,36;37,52;2265,39;99,89;90,63;4,00;21,44;0,95;-109,57;-4,83;47,06;2,08;
="02";="лг лекос-жаялайеио";9;="1437";="папабасикеиоу  цеыяциа";="2244023020";360,01;0,07;0,69;38,21;264,67;73,52;16,24;4,51;79,10;21,97;0,00;0,00;22,27;6,19;
="02";="лг лекос-жаялайеио";10;="1397";="стауяас и. памтекгс";="2241301356";49,34;0,01;0,09;38,30;0,00;0,00;49,34;100,00;0,00;0,00;0,00;0,00;4,06;8,23;
="02";="лг лекос-жаялайеио";11;="1336";="тсабаягс  иыаммгс";="2246071888";3599,29;0,73;6,92;45,23;3328,22;92,47;160,37;4,46;110,70;3,08;0,00;0,00;237,25;6,59;
="02";="лг лекос-жаялайеио";12;="1475";="тсамайтсгс  акенамдяос";="2247028981";2562,47;0,52;4,93;50,16;2304,64;89,94;210,25;8,20;47,58;1,86;0,00;0,00;169,38;6,61;
="02";="лг лекос-жаялайеио";13;="1384";="жамоуяайг  аийатеяимг";="2241036000";742,30;0,15;1,43;51,58;380,72;51,29;218,44;29,43;143,14;19,28;0,00;0,00;58,26;7,85;
="02";="лг лекос-жаялайеио";14;="1354";="жамоуяайг йымстамтима & сиа ое";="2241027420";406,48;0,08;0,78;52,37;310,89;76,48;92,37;22,72;3,22;0,79;0,00;0,00;25,35;6,24;
="02";="лг лекос-жаялайеио";15;="1432";="жаялайеио йафоуккайг иппойяатг & сиа ое";="2241069772";8188,54;1,66;15,75;68,12;7904,40;96,53;226,72;2,77;141,33;1,73;-83,91;-1,02;444,31;5,43;
="02";="лг лекос-жаялайеио";16;="1240";="жоутоукгс мийос";="22410-67567";2664,47;0,54;5,13;73,24;2385,19;89,52;238,08;8,94;41,20;1,55;0,00;0,00;194,33;7,29;
="02";="лг лекос-жаялайеио";17;="1309";="ваятеяос мий. екеухеяиос";="2241052200";13909,54;2,82;26,76;100,00;14105,86;101,41;263,11;1,89;77,67;0,56;-537,10;-3,86;373,30;2,68;
йатгцояиа;пеяицяажг;а/а;йыд. пекатг;епымулиа;тгкежымо;тфияос;% етаияиас;% йатгцояиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос;глеяес пистысгс
="06";="жаялай/хгйес 0003";1;="1502";="нудиас йым/мос а.е.";="2105242089";264,88;0,05;100,00;100,00;264,88;100,00;0,00;0,00;0,00;0,00;0,00;0,00;16,48;6,22;
йатгцояиа;пеяицяажг;а/а;йыд. пекатг;епымулиа;тгкежымо;тфияос;% етаияиас;% йатгцояиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос;глеяес пистысгс
="90";="жаялай/хгйес хуц/йес";1;="4000";="су.ж.а.й. сум. п.е.";="2810-302000";21539,26;4,36;91,15;91,15;20995,08;97,47;544,18;2,53;0,00;0,00;0,00;0,00;682,21;3,17;
="90";="жаялай/хгйес хуц/йес";2;="6000";="жаялайапохгйес аицаиоу сужай ае";="2144160100";2092,24;0,42;8,85;100,00;2078,74;99,35;13,50;0,65;0,00;0,00;0,00;0,00;39,54;1,89;

йатгцояиа;пеяицяажг;тфияос;% етаияиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос
="01";="лекос";418166,35;84,64;84,64;402759,20;96,32;17078,37;4,08;4887,23;1,17;-6558,45;-1,57;20456,35;4,89
="02";="лг лекос-жаялайеио";51984,93;10,52;95,16;48879,51;94,03;2709,05;5,21;1126,95;2,17;-730,58;-1,41;2647,06;5,09
="06";="жаялай/хгйес 0003";264,88;0,05;95,22;264,88;100,00;0,00;0,00;0,00;0,00;0,00;0,00;16,48;6,22
="90";="жаялай/хгйес хуц/йес";23631,50;4,78;100,00;23073,82;97,64;557,68;2,36;0,00;0,00;0,00;0,00;721,75;3,05
