йатгцояиа;пеяицяажг;а/а;йыд. пекатг;епымулиа;тгкежымо;тфияос;% етаияиас;% йатгцояиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос;глеяес пистысгс
="01";="лекос";18;="0377";="яоулпекайгс мийокаос";="28410-33093";14,48;0,10;0,11;69,41;0,00;0,00;14,48;100,00;0,00;0,00;0,00;0,00;-4,69;-32,39;
="01";="лекос";19;="0388";="сицамос елламоугк & сиа ое";="28420-24981";724,49;5,18;5,42;74,83;565,39;78,04;159,10;21,96;0,00;0,00;0,00;0,00;-7,09;-0,98;
="01";="лекос";20;="0266";="стойоу бийтыяиа т. басикеиоу";="28430-71259";8,13;0,06;0,06;74,89;0,00;0,00;8,13;100,00;0,00;0,00;0,00;0,00;-1,05;-12,92;
="01";="лекос";21;="1093";="суккицаядайгс ст-суккицаядайг лаяиа еиягмг сж ое";="28430-23374";479,18;3,43;3,58;78,47;427,17;89,15;52,01;10,85;0,00;0,00;0,00;0,00;17,47;3,65;
="01";="лекос";22;="1175";="сж далгкайг амастасайг аийатеяимг & амастасайгс йымстамтимос ое";="28420-23363";836,73;5,98;6,26;84,73;792,78;94,75;43,95;5,25;0,00;0,00;0,00;0,00;30,42;3,64;
="01";="лекос";23;="0143";="сж фыцяажайг-йоутсодомтг л. & йоутсодомтг е. ое";="28430-24620";14,33;0,10;0,11;84,84;0,00;0,00;14,33;100,00;0,00;0,00;0,00;0,00;-1,86;-12,98;
="01";="лекос";24;="0013";="сж лакеядос иыам - йапетамоу аил ое";="28410-24795";13,65;0,10;0,10;84,94;0,00;0,00;13,65;100,00;0,00;0,00;0,00;0,00;-5,56;-40,73;
="01";="лекос";25;="0277";="сж мийокайопоукоу лаяиа&лауяойоуйоукайг еиягамма ое";="28420-24407";275,96;1,97;2,06;87,00;275,96;100,00;0,00;0,00;0,00;0,00;0,00;0,00;12,34;4,47;
="01";="лекос";26;="0148";="сж пемидгс йым/мос & пемидгс дглгтяиос ое";="28410-24654";54,19;0,39;0,41;87,41;40,54;74,81;13,65;25,19;0,00;0,00;0,00;0,00;-5,74;-10,59;
="01";="лекос";27;="0361";="сж пкайоциаммайгс ливагк & пкайоциаммайгс цеыяциос о.е.";="28410-22334";863,67;6,17;6,46;93,87;834,18;96,59;29,49;3,41;0,00;0,00;0,00;0,00;21,01;2,43;
="01";="лекос";28;="1187";="сж сйомтимг немг & воуясамидгс паяасвос ое";="28410-33533";407,88;2,92;3,05;96,92;394,23;96,65;13,65;3,35;0,00;0,00;0,00;0,00;18,57;4,55;
="01";="лекос";29;="1200";="жоукедайгс л дглгтяиос";="28410-31650";357,11;2,55;2,67;99,59;357,11;100,00;0,00;0,00;0,00;0,00;0,00;0,00;6,92;1,94;
="01";="лекос";30;="1149";="ватфгдайг амастасиа ее";="28410-27555";55,09;0,39;0,41;100,00;0,00;0,00;55,09;100,00;0,00;0,00;0,00;0,00;-7,02;-12,74;
йатгцояиа;пеяицяажг;а/а;йыд. пекатг;епымулиа;тгкежымо;тфияос;% етаияиас;% йатгцояиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос;глеяес пистысгс
="02";="лг лекос-жаялайеио";1;="1087";="йапяакос иасомас & сиа ое жаялайеио";="2843093244";616,52;4,41;100,00;100,00;616,52;100,00;0,00;0,00;0,00;0,00;0,00;0,00;30,80;5,00;

йатгцояиа;пеяицяажг;тфияос;% етаияиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос
="01";="лекос";13371,65;95,59;95,59;12351,82;92,37;1019,83;7,63;0,00;0,00;0,00;0,00;220,98;1,65
="02";="лг лекос-жаялайеио";616,52;4,41;100,00;616,52;100,00;0,00;0,00;0,00;0,00;0,00;0,00;30,80;5,00
