йатгцояиа;пеяицяажг;а/а;йыд. пекатг;епымулиа;тгкежымо;тфияос;% етаияиас;% йатгцояиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос;глеяес пистысгс
="01";="лекос";18;="0120";="фаваяемайгс иыаммгс";="2810-223918";8738,99;1,19;1,20;19,32;8668,06;99,19;425,86;4,87;0,00;0,00;-354,93;-4,06;125,40;1,43;
="01";="лекос";19;="0985";="фыцяажос стежамос";="28310-27730";17,57;0,00;0,00;19,32;0,00;0,00;17,57;100,00;0,00;0,00;0,00;0,00;5,69;32,38;
="01";="лекос";20;="0296";="хыладайг елл. иыамма";="28310-28366";25,28;0,00;0,00;19,32;0,00;0,00;35,62;140,90;0,00;0,00;-10,34;-40,90;0,17;0,67;
="01";="лекос";21;="0323";="йаббакоу екемг";="28310-21115";-474,34;-0,06;-0,07;19,26;0,00;0,00;719,66;-151,72;0,00;0,00;-1194,00;251,72;-889,47;187,52;
="01";="лекос";22;="0237";="йакоцеяайгс иыаммгс & сиа ое";="28310-22187";204,82;0,03;0,03;19,28;0,00;0,00;204,82;100,00;0,00;0,00;0,00;0,00;55,77;27,23;
="01";="лекос";23;="0805";="йакоеида-баядиалпасг екемг";="28310-24198";-30,00;0,00;0,00;19,28;0,00;0,00;0,00;0,00;0,00;0,00;-30,00;100,00;-30,00;100,00;
="01";="лекос";24;="0037";="йамиадайгс амтымгс";="2810-239923";4302,59;0,59;0,59;19,87;3419,19;79,47;1041,58;24,21;196,14;4,56;-354,32;-8,24;17,88;0,42;
="01";="лекос";25;="0021";="йаяоуфайгс еуаццекос & сиа ее";="2810-211221";6927,75;0,95;0,95;20,83;7078,21;102,17;491,05;7,09;72,30;1,04;-713,81;-10,30;-283,82;-4,10;
="01";="лекос";26;="0146";="йатакацаяиамоу и.еуаццекиа";="2810-284519";2923,76;0,40;0,40;21,23;2918,95;99,84;4,81;0,16;0,00;0,00;0,00;0,00;125,95;4,31;
="01";="лекос";27;="1068";="йажетфайг лаяиа-тфыяайокеухеяайгс басикеиос лаяиос сж ое";="2810-254698";13622,78;1,86;1,88;23,11;13967,00;102,53;261,77;1,92;2,37;0,02;-608,36;-4,47;87,84;0,64;
="01";="лекос";28;="0256";="йгкаидайгс мийокаос Т.гкиа";="2810-224714";10743,20;1,47;1,48;24,59;10381,43;96,63;663,84;6,18;11,50;0,11;-313,57;-2,92;286,66;2,67;
="01";="лекос";29;="0169";="йкаьимайг лаяиамма";="2810-238604";4186,41;0,57;0,58;25,17;4194,21;100,19;75,20;1,80;0,00;0,00;-83,00;-1,98;141,69;3,38;
="01";="лекос";30;="0170";="йоййимайгс цягцояиос";="2810-235972";11628,14;1,59;1,60;26,77;11423,07;98,24;403,02;3,47;21,00;0,18;-218,95;-1,88;413,44;3,56;
="01";="лекос";31;="0341";="йоубидг тгк. еуаццекиа";="2810-320552";17060,16;2,33;2,35;29,12;16774,78;98,33;305,68;1,79;102,70;0,60;-123,00;-0,72;701,53;4,11;
="01";="лекос";32;="0696";="йяасайгс иыаммгс";="28970-31900";57,54;0,01;0,01;29,13;43,82;76,16;13,72;23,84;0,00;0,00;0,00;0,00;5,09;8,85;
="01";="лекос";33;="0243";="йяомтгягс д. иыаммгс";="28920 51200";17782,26;2,43;2,45;31,58;16167,00;90,92;1265,30;7,12;640,06;3,60;-290,10;-1,63;836,77;4,71;
="01";="лекос";34;="0195";="йяомтгягс дглгтяиос";="28920-31260";8183,21;1,12;1,13;32,71;8424,40;102,95;-65,19;-0,80;0,00;0,00;-176,00;-2,15;266,13;3,25;
="01";="лекос";35;="1173";="йуяиафг йаккиопг";="28440-22310";13940,54;1,90;1,92;34,63;13820,09;99,14;387,94;2,78;268,16;1,92;-535,65;-3,84;215,07;1,54;
="01";="лекос";36;="0044";="йуяиайайгс йуяиайос";="28310-71353";-202,78;-0,03;-0,03;34,60;0,00;0,00;46,20;-22,78;0,00;0,00;-248,98;122,78;-237,80;117,27;
="01";="лекос";37;="1153";="кацоудг й - йаяациаммг м. сж ое";="2810-239582";153,15;0,02;0,02;34,62;0,00;0,00;198,15;129,38;0,00;0,00;-45,00;-29,38;-6,29;-4,11;
="01";="лекос";38;="0227";="кебемтайг лаяиа";="2810-288493";8937,15;1,22;1,23;35,85;9345,11;104,56;326,98;3,66;37,03;0,41;-771,97;-8,64;-219,77;-2,46;
="01";="лекос";39;="0659";="киодайг стауяытг & сиа ое";="2810-221255";15881,79;2,17;2,19;38,04;15053,58;94,79;1097,12;6,91;25,50;0,16;-294,41;-1,85;355,00;2,24;
="01";="лекос";40;="1091";="лайяуциаммайгс ф. йымстамтимос & сиа ое";="2810-283870";6014,34;0,82;0,83;38,87;6190,06;102,92;867,31;14,42;26,50;0,44;-1069,53;-17,78;-591,74;-9,84;
="01";="лекос";41;="0821";="лакежитсайгс еллам.ця.";="28920-51927";15165,89;2,07;2,09;40,96;14578,72;96,13;514,84;3,39;70,83;0,47;1,50;0,01;889,21;5,86;
="01";="лекос";42;="1089";="лакоупос ц. мийокаос";="2810-220403";5274,42;0,72;0,73;41,69;5124,85;97,16;255,57;4,85;0,00;0,00;-106,00;-2,01;178,96;3,39;
="01";="лекос";43;="0673";="лаяоукайг акийг";="28420-41086";-4,04;0,00;0,00;41,69;0,00;0,00;0,00;0,00;0,00;0,00;-4,04;100,00;-4,04;100,00;
="01";="лекос";44;="0267";="лекисоуяцайг йуяиайг";="2810-791800";4341,21;0,59;0,60;42,29;4098,57;94,41;210,45;4,85;32,19;0,74;0,00;0,00;265,26;6,11;
="01";="лекос";45;="0251";="лемецайг е.-лыусайг к. ое";="2810-225360";19606,45;2,68;2,70;44,99;20804,89;106,11;249,68;1,27;232,88;1,19;-1681,00;-8,57;-638,64;-3,26;
="01";="лекос";46;="0079";="леяымиамайг ф. стукиамг";="28330-41050";-189,44;-0,03;-0,03;44,96;0,00;0,00;23,56;-12,44;0,00;0,00;-213,00;112,44;-195,52;103,21;
="01";="лекос";47;="1170";="летанайгс цеыяциос";="28910-23381";24321,87;3,32;3,35;48,32;24493,94;100,71;703,10;2,89;445,39;1,83;-1320,56;-5,43;34,50;0,14;
="01";="лекос";48;="0276";="ливекайгс елламоугк йаи сиа ое";="28920-22356";13012,51;1,78;1,79;50,11;12637,24;97,12;182,87;1,41;190,90;1,47;1,50;0,01;645,17;4,96;
="01";="лекос";49;="0969";="лпимивайгс стауяос";="2810-222965";14272,81;1,95;1,97;52,08;15369,87;107,69;128,21;0,90;75,40;0,53;-1300,67;-9,11;-550,80;-3,86;
="01";="лекос";50;="0305";="лпитфаяайг йаккиопг";="2810-741513";535,72;0,07;0,07;52,15;678,66;126,68;178,06;33,24;0,00;0,00;-321,00;-59,92;-242,72;-45,31;
="01";="лекос";51;="0264";="мийокаидгс ц. елламоугк";="2810-220574";17841,62;2,44;2,46;54,61;17766,64;99,58;1036,89;5,81;94,74;0,53;-1056,65;-5,92;10,89;0,06;
="01";="лекос";52;="0061";="мийокаидгс цеыяц.мийокаос";="2810-371023";13674,99;1,87;1,88;56,49;13646,65;99,79;862,45;6,31;642,44;4,70;-1476,55;-10,80;-629,71;-4,60;
="01";="лекос";53;="0443";="нукоуяг еиягмг";="28940-22723";12407,45;1,69;1,71;58,20;12123,73;97,71;471,40;3,80;19,30;0,16;-206,98;-1,67;510,56;4,11;
="01";="лекос";54;="0118";="пацымг ак. еуцемиа";="28310-24158";71,25;0,01;0,01;58,21;0,00;0,00;71,25;100,00;0,00;0,00;0,00;0,00;21,03;29,52;
="01";="лекос";55;="0727";="памациытайг пекациа";="2810-213368";4857,04;0,66;0,67;58,88;6578,55;135,44;280,18;5,77;0,00;0,00;-2001,69;-41,21;-1645,21;-33,87;
="01";="лекос";56;="0321";="пападайгс амтымиос & сиа ее";="2810-221460";15729,04;2,15;2,17;61,05;15003,36;95,39;399,74;2,54;325,94;2,07;0,00;0,00;714,61;4,54;
="01";="лекос";57;="0018";="пападайгс ливагк & сиа ое";="28310-71431";67,25;0,01;0,01;61,06;0,00;0,00;67,25;100,00;0,00;0,00;0,00;0,00;22,49;33,44;
="01";="лекос";58;="0462";="пападайгс мийокаос";="2810-313457";10624,41;1,45;1,46;62,52;10324,98;97,18;300,05;2,82;134,23;1,26;-134,85;-1,27;410,36;3,86;
йатгцояиа;пеяицяажг;а/а;йыд. пекатг;епымулиа;тгкежымо;тфияос;% етаияиас;% йатгцояиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос;глеяес пистысгс
="01";="лекос";59;="0322";="пападоциыяцайг лаяиа";="28910-23310";12953,99;1,77;1,79;64,31;13472,51;104,00;434,13;3,35;64,30;0,50;-1016,95;-7,85;-276,91;-2,14;
="01";="лекос";60;="0103";="пападойыстайгс елламоугк";="2810-743758";9373,62;1,28;1,29;65,60;9319,32;99,42;25,90;0,28;28,40;0,30;0,00;0,00;442,49;4,72;
="01";="лекос";61;="0464";="папахеодыяоу еиягмг";="2810-322848";47,60;0,01;0,01;65,61;0,00;0,00;47,60;100,00;0,00;0,00;0,00;0,00;14,77;31,03;
="01";="лекос";62;="0108";="петяопоукоу амтымиа";="28330-22777";-200,62;-0,03;-0,03;65,58;0,00;0,00;-66,62;33,21;0,00;0,00;-134,00;66,79;-140,02;69,79;
="01";="лекос";63;="0196";="пкайидас иым. стауяос";="2810-287529";10017,78;1,37;1,38;66,96;9583,43;95,66;424,55;4,24;9,80;0,10;0,00;0,00;564,64;5,64;
="01";="лекос";64;="0144";="покитайгс елламоугк";="2810-821454";4702,84;0,64;0,65;67,61;5216,25;110,92;509,24;10,83;149,84;3,19;-1172,49;-24,93;-848,17;-18,04;
="01";="лекос";65;="1147";="пяатийайг еуац & вакйиадайгс ц.-йым.мос сж ое";="28920-22585";16165,29;2,21;2,23;69,84;16198,33;100,20;725,54;4,49;155,22;0,96;-913,80;-5,65;123,62;0,76;
="01";="лекос";66;="0099";="пяимаягс цеыяциос";="2810-240910";8178,72;1,12;1,13;70,97;8377,95;102,44;337,61;4,13;69,03;0,84;-605,87;-7,41;-126,09;-1,54;
="01";="лекос";67;="1143";="яифийиамос стукиамос";="2810-253832";13042,42;1,78;1,80;72,76;12809,51;98,21;820,29;6,29;578,27;4,43;-1165,65;-8,94;-361,89;-2,77;
="01";="лекос";68;="0377";="яоулпекайгс мийокаос";="28410-33093";11,10;0,00;0,00;72,76;0,00;0,00;14,68;132,25;0,00;0,00;-3,58;-32,25;2,08;18,74;
="01";="лекос";69;="0376";="яоусайг лаяима-йаккитсайг";="28970-33333";12640,44;1,73;1,74;74,51;12068,20;95,47;569,91;4,51;164,15;1,30;-161,82;-1,28;605,03;4,79;
="01";="лекос";70;="0380";="сакоустяоу екемг";="2810-282439";5181,86;0,71;0,71;75,22;5373,70;103,70;168,21;3,25;60,95;1,18;-421,00;-8,12;-160,67;-3,10;
="01";="лекос";71;="0092";="саяягс й. мийокаос";="28340-51115";21,37;0,00;0,00;75,22;0,00;0,00;21,37;100,00;0,00;0,00;0,00;0,00;6,30;29,48;
="01";="лекос";72;="0388";="сицамос елламоугк & сиа ое";="28420-24981";23,43;0,00;0,00;75,23;0,00;0,00;56,81;242,47;0,00;0,00;-33,38;-142,47;-18,00;-76,82;
="01";="лекос";73;="0386";="слаяциаммайгс стауяос & сиа ее";="2810-225826";11334,80;1,55;1,56;76,79;11026,43;97,28;284,17;2,51;24,20;0,21;0,00;0,00;627,92;5,54;
="01";="лекос";74;="1118";="сталатайг ахгма-лаяиа";="28940-31386";11193,91;1,53;1,54;78,33;11030,85;98,54;157,63;1,41;66,79;0,60;-61,36;-0,55;546,90;4,89;
="01";="лекос";75;="0842";="стежамайг екемг";="28310-52474";53,40;0,01;0,01;78,34;0,00;0,00;63,00;117,98;0,00;0,00;-9,60;-17,98;8,80;16,48;
="01";="лекос";76;="0069";="стежамайг лаяиа & сиа ое";="28340-22550";-1318,99;-0,18;-0,18;78,16;0,00;0,00;33,60;-2,55;0,00;0,00;-1352,59;102,55;-1343,47;101,86;
="01";="лекос";77;="0122";="стежамайг окца & сиа ое";="28310-28283";-17,52;0,00;0,00;78,16;0,00;0,00;0,00;0,00;0,00;0,00;-17,52;100,00;-17,52;100,00;
="01";="лекос";78;="0078";="стежамайгс ст. елламоугк";="28310-73044";24,51;0,00;0,00;78,16;0,00;0,00;24,51;100,00;0,00;0,00;0,00;0,00;-0,98;-4,00;
="01";="лекос";79;="1175";="сж далгкайг амастасайг аийатеяимг & амастасайгс йымстамтимос ое";="28420-23363";1180,27;0,16;0,16;78,32;0,00;0,00;1191,01;100,91;0,00;0,00;-10,74;-0,91;421,40;35,70;
="01";="лекос";80;="0151";="сж йамайайгс к. - й. тетойа йаи сиа ое";="28970-29136";2432,37;0,33;0,34;78,66;2493,04;102,49;106,95;4,40;9,93;0,41;-177,55;-7,30;-26,61;-1,09;
="01";="лекос";81;="1176";="сж йтистайг аццекийг лайяуциаммайгс покувяомгс ое";="28920-22587";12186,79;1,66;1,68;80,34;12752,49;104,64;268,31;2,20;380,46;3,12;-1214,47;-9,97;-501,85;-4,12;
="01";="лекос";82;="0277";="сж мийокайопоукоу лаяиа&лауяойоуйоукайг еиягамма ое";="28420-24407";-3,17;0,00;0,00;80,34;0,00;0,00;0,00;0,00;0,00;0,00;-3,17;100,00;-3,17;100,00;
="01";="лекос";83;="0094";="сж пападойыстайгс ж.-пападойыстайгс ц. ое";="28910-31547";9835,18;1,34;1,36;81,69;11091,04;112,77;25,18;0,26;311,84;3,17;-1592,88;-16,20;-1058,20;-10,76;
="01";="лекос";84;="0361";="сж пкайоциаммайгс ливагк & пкайоциаммайгс цеыяциос о.е.";="28410-22334";884,91;0,12;0,12;81,81;0,00;0,00;927,45;104,81;30,01;3,39;-72,55;-8,20;55,21;6,24;
="01";="лекос";85;="1477";="сж покитайгс стукиамос-покитайг паяасйеуг ое";="28920-22848";2735,74;0,37;0,38;82,19;3444,84;125,92;139,10;5,08;11,30;0,41;-859,50;-31,42;-685,62;-25,06;
="01";="лекос";86;="1187";="сж сйомтимг немг & воуясамидгс паяасвос ое";="28410-33533";135,35;0,02;0,02;82,21;14,73;10,88;144,85;107,02;0,00;0,00;-24,23;-17,90;-5,21;-3,85;
="01";="лекос";87;="0074";="тсаоукгс цеыяциос & сиа ое";="28310-25360";78,38;0,01;0,01;82,22;0,00;0,00;78,38;100,00;0,00;0,00;0,00;0,00;23,14;29,52;
="01";="лекос";88;="0833";="жоуйайг лаяиа екеухеяиоу";="2810-317810";12893,91;1,76;1,78;84,00;13774,17;106,83;395,97;3,07;39,24;0,30;-1315,47;-10,20;-496,91;-3,85;
="01";="лекос";89;="1200";="жоукедайгс л дглгтяиос";="28410-31650";705,53;0,10;0,10;84,09;0,00;0,00;740,78;105,00;0,00;0,00;-35,25;-5,00;154,97;21,97;
="01";="лекос";90;="0436";="жяацйиадайгс дглгтягс";="28310-25813";-210,00;-0,03;-0,03;84,07;0,00;0,00;0,00;0,00;0,00;0,00;-210,00;100,00;-210,00;100,00;
="01";="лекос";91;="0792";="вакйиадайгс амтымгс";="28310-61266";-321,00;-0,04;-0,04;84,02;0,00;0,00;0,00;0,00;0,00;0,00;-321,00;100,00;-321,00;100,00;
="01";="лекос";92;="1103";="валакайг вяусоука";="2810-256280";2335,70;0,32;0,32;84,34;2670,86;114,35;106,13;4,54;0,00;0,00;-441,29;-18,89;-264,12;-11,31;
="01";="лекос";93;="1111";="вамиытайг е. еуаццекиа";="2810-242100";10651,92;1,45;1,47;85,81;10390,10;97,54;362,76;3,41;22,12;0,21;-123,06;-1,16;515,96;4,84;
="01";="лекос";94;="0440";="ваяакалпайг моука циыта";="28970-31332";7332,80;1,00;1,01;86,82;7668,37;104,58;342,40;4,67;58,20;0,79;-736,17;-10,04;-280,12;-3,82;
="01";="лекос";95;="0017";="ваяакалпайгс вягстос & хеодыяос ое";="28970-22201";10718,87;1,46;1,48;88,30;9939,48;92,73;1113,89;10,39;131,10;1,22;-465,60;-4,34;208,23;1,94;
="01";="лекос";96;="0049";="ваяйиамайгс мийокаос";="28310-23088";56,99;0,01;0,01;88,31;0,00;0,00;56,99;100,00;0,00;0,00;0,00;0,00;16,01;28,09;
="01";="лекос";97;="0693";="ватфайгс иыаммгс";="28930-31010";21484,48;2,93;2,96;91,27;19662,70;91,52;2161,43;10,06;216,86;1,01;-556,51;-2,59;864,29;4,02;
="01";="лекос";98;="1149";="ватфгдайг амастасиа ее";="28410-27555";-18,88;0,00;0,00;91,27;0,00;0,00;-15,57;82,47;0,00;0,00;-3,31;17,53;-5,90;31,25;
="01";="лекос";99;="0413";="ватфгдайг йаккиопг ватфайгс ливагк & сиа ое";="28970-23420";6297,24;0,86;0,87;92,13;6267,18;99,52;47,52;0,75;115,44;1,83;-132,90;-2,11;202,31;3,21;
="01";="лекос";100;="0811";="ватфидайгс епалеимымдас";="28310-28856";-16,21;0,00;0,00;92,13;0,00;0,00;0,00;0,00;0,00;0,00;-16,21;100,00;-16,21;100,00;
="01";="лекос";101;="0467";="воустоукайгс елламоугк";="28920-24280";12162,60;1,66;1,68;93,81;13809,86;113,54;361,11;2,97;268,93;2,21;-2277,30;-18,72;-1511,34;-12,43;
="01";="лекос";102;="1085";="вяистодоукайгс акен. & вяистодоукайгс цеыяц. сж ое";="28920-51215";22260,91;3,04;3,07;96,88;22099,36;99,27;1128,43;5,07;315,89;1,42;-1282,77;-5,76;20,02;0,09;
="01";="лекос";103;="0470";="ьактайгс стукиамос";="2810-751485";9779,69;1,34;1,35;98,22;9662,16;98,80;229,16;2,34;0,00;0,00;-111,63;-1,14;438,10;4,48;
="01";="лекос";104;="0281";="ьаяоудайг амастасиа & сиа ое";="2810-241004";12690,21;1,73;1,75;99,97;14332,12;112,94;207,11;1,63;52,01;0,41;-1901,03;-14,98;-1311,39;-10,33;
="01";="лекос";105;="0740";="ьуваяайг еуяидийг";="28310-32927";194,74;0,03;0,03;100,00;0,00;0,00;194,74;100,00;0,00;0,00;0,00;0,00;59,99;30,81;
йатгцояиа;пеяицяажг;а/а;йыд. пекатг;епымулиа;тгкежымо;тфияос;% етаияиас;% йатгцояиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос;глеяес пистысгс
="02";="лг лекос-жаялайеио";1;="0272";="цакамг пам. лаяиа";="2810-262600";272,62;0,04;3,91;3,91;216,57;79,44;42,85;15,72;13,20;4,84;0,00;0,00;17,62;6,46;
="02";="лг лекос-жаялайеио";2;="1161";="хеодыяидгс иоядамгс-хеодыяидг басикийг сж ое";="28970-23196";5183,26;0,71;74,33;78,24;4839,37;93,37;391,26;7,55;0,00;0,00;-47,37;-0,91;277,05;5,35;
="02";="лг лекос-жаялайеио";3;="1177";="куяатфайг лаяиамма";="2810-257934";282,49;0,04;4,05;82,30;0,00;0,00;282,49;100,00;0,00;0,00;0,00;0,00;74,40;26,34;
="02";="лг лекос-жаялайеио";4;="0198";="лаяйамтымайг лаяима";="2810-335708";188,07;0,03;2,70;84,99;144,42;76,79;43,65;23,21;0,00;0,00;0,00;0,00;40,79;21,69;
="02";="лг лекос-жаялайеио";5;="1461";="лпаикайг еиягмг тоу ливагк";="2825062893";3,56;0,00;0,05;85,04;0,00;0,00;3,56;100,00;0,00;0,00;0,00;0,00;1,05;29,49;
="02";="лг лекос-жаялайеио";6;="2190";="оийомолоу паяасйеуг & сиа ое жаялайеио";="210-9754819";-80,00;-0,01;-1,15;83,90;0,00;0,00;0,00;0,00;0,00;0,00;-80,00;100,00;-80,00;100,00;
="02";="лг лекос-жаялайеио";7;="0173";="пападайг еуаццекиа";="2894051388";548,08;0,07;7,86;91,76;541,34;98,77;6,74;1,23;0,00;0,00;0,00;0,00;28,11;5,13;
="02";="лг лекос-жаялайеио";8;="1444";="пападайг еуаццекиа & сиа ее";="2810-284050";413,28;0,06;5,93;97,68;380,00;91,95;33,28;8,05;0,00;0,00;0,00;0,00;33,69;8,15;
="02";="лг лекос-жаялайеио";9;="1083";="токоудгс п. лаяйос";="2810-331613";153,39;0,02;2,20;99,88;153,39;100,00;0,00;0,00;0,00;0,00;0,00;0,00;7,16;4,67;
="02";="лг лекос-жаялайеио";10;="0212";="ватфидайи епал. аяцуяг";="28310-81081";8,09;0,00;0,12;100,00;0,00;0,00;8,09;100,00;0,00;0,00;0,00;0,00;-3,99;-49,32;

йатгцояиа;пеяицяажг;тфияос;% етаияиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос
="01";="лекос";725533,90;99,05;99,05;729522,84;100,55;35452,78;4,89;8196,75;1,13;-47638,47;-6,57;-4456,21;-0,61
="02";="лг лекос-жаялайеио";6972,84;0,95;100,00;6275,09;89,99;811,92;11,64;13,20;0,19;-127,37;-1,83;395,88;5,68
