йатгцояиа;пеяицяажг;а/а;йыд. пекатг;епымулиа;тгкежымо;тфияос;% етаияиас;% йатгцояиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос;глеяес пистысгс
йатгцояиа;пеяицяажг;а/а;йыд. пекатг;епымулиа;тгкежымо;тфияос;% етаияиас;% йатгцояиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос;глеяес пистысгс
="01";="лекос";59;="1143";="яифийиамос стукиамос";="2810-253832";1696,99;2,15;2,22;59,87;602,37;35,50;1094,62;64,50;0,00;0,00;0,00;0,00;193,92;11,43;
="01";="лекос";60;="0377";="яоулпекайгс мийокаос";="28410-33093";105,09;0,13;0,14;60,00;0,00;0,00;105,09;100,00;0,00;0,00;0,00;0,00;9,46;9,00;
="01";="лекос";61;="0376";="яоусайг лаяима-йаккитсайг";="28970-33333";320,70;0,41;0,42;60,42;0,00;0,00;320,70;100,00;0,00;0,00;0,00;0,00;33,77;10,53;
="01";="лекос";62;="0380";="сакоустяоу екемг";="2810-282439";755,69;0,96;0,99;61,41;204,19;27,02;551,50;72,98;0,00;0,00;0,00;0,00;64,36;8,52;
="01";="лекос";63;="0092";="саяягс й. мийокаос";="28340-51115";108,45;0,14;0,14;61,55;0,00;0,00;108,45;100,00;0,00;0,00;0,00;0,00;12,45;11,48;
="01";="лекос";64;="0388";="сицамос елламоугк & сиа ое";="28420-24981";447,00;0,57;0,58;62,14;0,00;0,00;447,00;100,00;0,00;0,00;0,00;0,00;59,76;13,37;
="01";="лекос";65;="0386";="слаяциаммайгс стауяос & сиа ее";="2810-225826";352,69;0,45;0,46;62,60;0,00;0,00;352,69;100,00;0,00;0,00;0,00;0,00;39,01;11,06;
="01";="лекос";66;="1118";="сталатайг ахгма-лаяиа";="28940-31386";567,76;0,72;0,74;63,34;224,92;39,62;342,84;60,38;0,00;0,00;0,00;0,00;50,91;8,97;
="01";="лекос";67;="0842";="стежамайг екемг";="28310-52474";207,88;0,26;0,27;63,61;0,00;0,00;207,88;100,00;0,00;0,00;0,00;0,00;34,46;16,58;
="01";="лекос";68;="0069";="стежамайг лаяиа & сиа ое";="28340-22550";856,07;1,09;1,12;64,73;0,00;0,00;856,07;100,00;0,00;0,00;0,00;0,00;68,80;8,04;
="01";="лекос";69;="0122";="стежамайг окца & сиа ое";="28310-28283";732,14;0,93;0,96;65,69;0,00;0,00;732,14;100,00;0,00;0,00;0,00;0,00;130,67;17,85;
="01";="лекос";70;="0078";="стежамайгс ст. елламоугк";="28310-73044";256,67;0,33;0,34;66,03;0,00;0,00;256,67;100,00;0,00;0,00;0,00;0,00;31,39;12,23;
="01";="лекос";71;="1175";="сж далгкайг амастасайг аийатеяимг & амастасайгс йымстамтимос ое";="28420-23363";190,81;0,24;0,25;66,27;0,00;0,00;190,81;100,00;0,00;0,00;0,00;0,00;33,32;17,46;
="01";="лекос";72;="0151";="сж йамайайгс к. - й. тетойа йаи сиа ое";="28970-29136";438,36;0,56;0,57;66,85;204,95;46,75;233,41;53,25;0,00;0,00;0,00;0,00;41,67;9,51;
="01";="лекос";73;="1176";="сж йтистайг аццекийг лайяуциаммайгс покувяомгс ое";="28920-22587";1049,90;1,33;1,37;68,22;0,00;0,00;1049,90;100,00;0,00;0,00;0,00;0,00;135,91;12,95;
="01";="лекос";74;="0277";="сж мийокайопоукоу лаяиа&лауяойоуйоукайг еиягамма ое";="28420-24407";140,00;0,18;0,18;68,40;0,00;0,00;140,00;100,00;0,00;0,00;0,00;0,00;12,90;9,21;
="01";="лекос";75;="0094";="сж пападойыстайгс ж.-пападойыстайгс ц. ое";="28910-31547";1696,04;2,15;2,22;70,62;647,86;38,20;1048,18;61,80;0,00;0,00;0,00;0,00;164,38;9,69;
="01";="лекос";76;="0361";="сж пкайоциаммайгс ливагк & пкайоциаммайгс цеыяциос о.е.";="28410-22334";1291,37;1,64;1,69;72,31;0,00;0,00;1291,37;100,00;0,00;0,00;0,00;0,00;97,67;7,56;
="01";="лекос";77;="1477";="сж покитайгс стукиамос-покитайг паяасйеуг ое";="28920-22848";3440,07;4,36;4,50;76,81;2471,37;71,84;968,70;28,16;0,00;0,00;0,00;0,00;220,27;6,40;
="01";="лекос";78;="1187";="сж сйомтимг немг & воуясамидгс паяасвос ое";="28410-33533";520,48;0,66;0,68;77,49;0,00;0,00;520,48;100,00;0,00;0,00;0,00;0,00;52,57;10,10;
="01";="лекос";79;="0074";="тсаоукгс цеыяциос & сиа ое";="28310-25360";715,97;0,91;0,94;78,42;0,00;0,00;715,97;100,00;0,00;0,00;0,00;0,00;70,59;9,86;
="01";="лекос";80;="0833";="жоуйайг лаяиа екеухеяиоу";="2810-317810";1969,01;2,50;2,57;81,00;336,70;17,10;1632,31;82,90;0,00;0,00;0,00;0,00;228,79;11,62;
="01";="лекос";81;="1200";="жоукедайгс л дглгтяиос";="28410-31650";1992,79;2,53;2,61;83,60;0,00;0,00;1992,79;100,00;0,00;0,00;0,00;0,00;205,80;10,33;
="01";="лекос";82;="0089";="жяацйиадайг д. еиягмг";="28310-41535";19,41;0,02;0,03;83,63;0,00;0,00;19,41;100,00;0,00;0,00;0,00;0,00;2,62;13,50;
="01";="лекос";83;="1103";="валакайг вяусоука";="2810-256280";305,01;0,39;0,40;84,03;0,00;0,00;305,01;100,00;0,00;0,00;0,00;0,00;30,50;10,00;
="01";="лекос";84;="1111";="вамиытайг е. еуаццекиа";="2810-242100";765,62;0,97;1,00;85,03;452,74;59,13;312,88;40,87;0,00;0,00;0,00;0,00;54,81;7,16;
="01";="лекос";85;="0440";="ваяакалпайг моука циыта";="28970-31332";973,83;1,23;1,27;86,30;519,93;53,39;453,90;46,61;0,00;0,00;0,00;0,00;14,63;1,50;
="01";="лекос";86;="0017";="ваяакалпайгс вягстос & хеодыяос ое";="28970-22201";34,57;0,04;0,05;86,34;0,00;0,00;34,57;100,00;0,00;0,00;0,00;0,00;3,25;9,40;
="01";="лекос";87;="0049";="ваяйиамайгс мийокаос";="28310-23088";184,10;0,23;0,24;86,59;0,00;0,00;184,10;100,00;0,00;0,00;0,00;0,00;33,69;18,30;
="01";="лекос";88;="0693";="ватфайгс иыаммгс";="28930-31010";991,29;1,26;1,30;87,88;0,00;0,00;991,29;100,00;0,00;0,00;0,00;0,00;100,70;10,16;
="01";="лекос";89;="0413";="ватфгдайг йаккиопг ватфайгс ливагк & сиа ое";="28970-23420";122,76;0,16;0,16;88,04;0,00;0,00;122,76;100,00;0,00;0,00;0,00;0,00;13,84;11,27;
="01";="лекос";90;="0811";="ватфидайгс епалеимымдас";="28310-28856";282,83;0,36;0,37;88,41;0,00;0,00;282,83;100,00;0,00;0,00;0,00;0,00;29,47;10,42;
="01";="лекос";91;="0467";="воустоукайгс елламоугк";="28920-24280";2257,93;2,86;2,95;91,36;597,05;26,44;1660,88;73,56;0,00;0,00;0,00;0,00;211,84;9,38;
="01";="лекос";92;="1085";="вяистодоукайгс акен. & вяистодоукайгс цеыяц. сж ое";="28920-51215";3380,63;4,29;4,42;95,78;778,30;23,02;2602,33;76,98;0,00;0,00;0,00;0,00;266,91;7,90;
="01";="лекос";93;="0470";="ьактайгс стукиамос";="2810-751485";768,79;0,97;1,01;96,79;0,00;0,00;768,79;100,00;0,00;0,00;0,00;0,00;91,84;11,95;
="01";="лекос";94;="0281";="ьаяоудайг амастасиа & сиа ое";="2810-241004";1180,21;1,50;1,54;98,33;438,29;37,14;741,92;62,86;0,00;0,00;0,00;0,00;92,12;7,81;
="01";="лекос";95;="0740";="ьуваяайг еуяидийг";="28310-32927";1276,72;1,62;1,67;100,00;0,00;0,00;1276,72;100,00;0,00;0,00;0,00;0,00;133,13;10,43;
йатгцояиа;пеяицяажг;а/а;йыд. пекатг;епымулиа;тгкежымо;тфияос;% етаияиас;% йатгцояиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос;глеяес пистысгс
="02";="лг лекос-жаялайеио";1;="1471";="амастасайгс еут. хяасубоукос";="28210-72156";112,23;0,14;4,75;4,75;0,00;0,00;112,23;100,00;0,00;0,00;0,00;0,00;15,50;13,81;
="02";="лг лекос-жаялайеио";2;="0272";="цакамг пам. лаяиа";="2810-262600";61,87;0,08;2,62;7,37;0,00;0,00;61,87;100,00;0,00;0,00;0,00;0,00;6,53;10,55;
="02";="лг лекос-жаялайеио";3;="1169";="хеодыяайгс ц. амтымиос";="28210-88902";141,30;0,18;5,98;13,34;0,00;0,00;141,30;100,00;0,00;0,00;0,00;0,00;25,00;17,69;
="02";="лг лекос-жаялайеио";4;="1161";="хеодыяидгс иоядамгс-хеодыяидг басикийг сж ое";="28970-23196";33,09;0,04;1,40;14,74;0,00;0,00;33,09;100,00;0,00;0,00;0,00;0,00;4,14;12,51;
="02";="лг лекос-жаялайеио";5;="1473";="ймихайг мий. аийатеяимг";="28210-97980";286,91;0,36;12,14;26,88;0,00;0,00;286,91;100,00;0,00;0,00;0,00;0,00;37,88;13,20;
="02";="лг лекос-жаялайеио";6;="0198";="лаяйамтымайг лаяима";="2810-335708";48,23;0,06;2,04;28,92;0,00;0,00;48,23;100,00;0,00;0,00;0,00;0,00;4,94;10,24;
="02";="лг лекос-жаялайеио";7;="1449";="ластояайг екемг йеяалиамайг дглгтяа йеяалиамайг лаяиа памациыта сж ое";="28310-51113";215,48;0,27;9,12;38,04;0,00;0,00;215,48;100,00;0,00;0,00;0,00;0,00;45,02;20,89;
="02";="лг лекос-жаялайеио";8;="1461";="лпаикайг еиягмг тоу ливагк";="2825062893";104,79;0,13;4,43;42,47;0,00;0,00;104,79;100,00;0,00;0,00;0,00;0,00;4,69;4,48;
="02";="лг лекос-жаялайеио";9;="0863";="папоутсайг еиягмг";="2810-791411";812,30;1,03;34,37;76,84;0,00;0,00;812,30;100,00;0,00;0,00;0,00;0,00;89,01;10,96;
="02";="лг лекос-жаялайеио";10;="0494";="стахопоукос амтымиос";="28220-41190";58,06;0,07;2,46;79,29;0,00;0,00;58,06;100,00;0,00;0,00;0,00;0,00;4,40;7,58;
="02";="лг лекос-жаялайеио";11;="0212";="ватфидайи епал. аяцуяг";="28310-81081";489,43;0,62;20,71;100,00;0,00;0,00;489,43;100,00;0,00;0,00;0,00;0,00;46,94;9,59;

йатгцояиа;пеяицяажг;тфияос;% етаияиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос
="01";="лекос";76493,15;97,00;97,00;19447,38;25,42;57045,77;74,58;0,00;0,00;0,00;0,00;7439,10;9,73
="02";="лг лекос-жаялайеио";2363,69;3,00;100,00;0,00;0,00;2363,69;100,00;0,00;0,00;0,00;0,00;284,05;12,02
