йатгцояиа;пеяицяажг;а/а;йыд. пекатг;епымулиа;тгкежымо;тфияос;% етаияиас;% йатгцояиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос;глеяес пистысгс
="01";="лекос";13;="0672";="лпацоядайгс цеыяциос";="28430-22276";491,77;4,85;4,99;45,95;425,35;86,49;66,42;13,51;0,00;0,00;0,00;0,00;4,87;0,99;
="01";="лекос";14;="0175";="пацйакос мийокаос";="28420-51004";300,17;2,96;3,05;49,00;286,53;95,46;13,64;4,54;0,00;0,00;0,00;0,00;1,20;0,40;
="01";="лекос";15;="0388";="сицамос елламоугк & сиа ое";="28420-24981";13,64;0,13;0,14;49,14;0,00;0,00;13,64;100,00;0,00;0,00;0,00;0,00;-5,34;-39,15;
="01";="лекос";16;="0266";="стойоу бийтыяиа т. басикеиоу";="28430-71259";13,65;0,13;0,14;49,28;0,00;0,00;13,65;100,00;0,00;0,00;0,00;0,00;-5,35;-39,19;
="01";="лекос";17;="1093";="суккицаядайгс ст-суккицаядайг лаяиа еиягмг сж ое";="28430-23374";122,24;1,21;1,24;50,52;0,00;0,00;122,24;100,00;0,00;0,00;0,00;0,00;-16,23;-13,28;
="01";="лекос";18;="1175";="сж далгкайг амастасайг аийатеяимг & амастасайгс йымстамтимос ое";="28420-23363";1771,90;17,48;17,98;68,50;1758,26;99,23;13,64;0,77;0,00;0,00;0,00;0,00;52,56;2,97;
="01";="лекос";19;="0143";="сж фыцяажайг-йоутсодомтг л. & йоутсодомтг е. ое";="28430-24620";246,64;2,43;2,50;71,01;246,64;100,00;0,00;0,00;0,00;0,00;0,00;0,00;11,32;4,59;
="01";="лекос";20;="0013";="сж лакеядос иыам - йапетамоу аил ое";="28410-24795";48,22;0,48;0,49;71,50;0,00;0,00;48,22;100,00;0,00;0,00;0,00;0,00;-7,63;-15,82;
="01";="лекос";21;="0277";="сж мийокайопоукоу лаяиа&лауяойоуйоукайг еиягамма ое";="28420-24407";533,14;5,26;5,41;76,91;525,69;98,60;7,45;1,40;0,00;0,00;0,00;0,00;17,81;3,34;
="01";="лекос";22;="0148";="сж пемидгс йым/мос & пемидгс дглгтяиос ое";="28410-24654";24,38;0,24;0,25;77,15;0,00;0,00;24,38;100,00;0,00;0,00;0,00;0,00;-3,47;-14,23;
="01";="лекос";23;="0361";="сж пкайоциаммайгс ливагк & пкайоциаммайгс цеыяциос о.е.";="28410-22334";792,85;7,82;8,05;85,20;779,20;98,28;13,65;1,72;0,00;0,00;0,00;0,00;34,58;4,36;
="01";="лекос";24;="1187";="сж сйомтимг немг & воуясамидгс паяасвос ое";="28410-33533";293,59;2,90;2,98;88,18;279,95;95,35;13,64;4,65;0,00;0,00;0,00;0,00;4,10;1,40;
="01";="лекос";25;="0691";="сж табка л - табка аий.ое";="28410-28210";142,08;1,40;1,44;89,62;0,00;0,00;142,08;100,00;0,00;0,00;0,00;0,00;-13,13;-9,24;
="01";="лекос";26;="1200";="жоукедайгс л дглгтяиос";="28410-31650";1014,91;10,01;10,30;99,92;987,61;97,31;27,30;2,69;0,00;0,00;0,00;0,00;11,84;1,17;
="01";="лекос";27;="1149";="ватфгдайг амастасиа ее";="28410-27555";7,45;0,07;0,08;100,00;0,00;0,00;7,45;100,00;0,00;0,00;0,00;0,00;0,14;1,88;
йатгцояиа;пеяицяажг;а/а;йыд. пекатг;епымулиа;тгкежымо;тфияос;% етаияиас;% йатгцояиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос;глеяес пистысгс
="02";="лг лекос-жаялайеио";1;="1087";="йапяакос иасомас & сиа ое жаялайеио";="2843093244";284,15;2,80;100,00;100,00;284,15;100,00;0,00;0,00;0,00;0,00;0,00;0,00;13,35;4,70;

йатгцояиа;пеяицяажг;тфияос;% етаияиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос
="01";="лекос";9852,46;97,20;97,20;8916,19;90,50;936,27;9,50;0,00;0,00;0,00;0,00;168,50;1,71
="02";="лг лекос-жаялайеио";284,15;2,80;100,00;284,15;100,00;0,00;0,00;0,00;0,00;0,00;0,00;13,35;4,70
