йатгцояиа;пеяицяажг;а/а;йыд. пекатг;епымулиа;тгкежымо;тфияос;% етаияиас;% йатгцояиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос;глеяес пистысгс
="01";="лекос";12;="0323";="йаббакоу екемг";="28310-21115";12920,77;2,52;3,30;23,27;12562,84;97,23;312,03;2,41;248,48;1,92;-202,58;-1,57;403,35;3,12;
="01";="лекос";13;="0471";="йаккеяцг а. аццекийг";="28340-41190";5486,15;1,07;1,40;24,68;5270,81;96,07;134,62;2,45;80,72;1,47;0,00;0,00;245,19;4,47;
="01";="лекос";14;="0237";="йакоцеяайгс иыаммгс & сиа ое";="28310 22187";12841,89;2,50;3,28;27,96;12717,23;99,03;209,68;1,63;147,12;1,15;-232,14;-1,81;317,30;2,47;
="01";="лекос";15;="0805";="йакоеида-баядиалпасг екемг";="24198";5685,68;1,11;1,45;29,41;5629,41;99,01;90,57;1,59;32,00;0,56;-66,30;-1,17;203,08;3,57;
="01";="лекос";16;="0112";="йаятакгс хеов. мийокаос & сиа о.е.";="28310-23427";2960,14;0,58;0,76;30,17;2786,74;94,14;150,40;5,08;23,00;0,78;0,00;0,00;146,78;4,96;
="01";="лекос";17;="0128";="йокекгс йымстамтимос";="50348";12539,06;2,44;3,21;33,38;12230,57;97,54;282,25;2,25;26,24;0,21;0,00;0,00;588,70;4,69;
="01";="лекос";18;="0379";="йоудоумаяайгс кеымидас";="28310-50640";9038,53;1,76;2,31;35,69;8506,57;94,11;369,60;4,09;162,36;1,80;0,00;0,00;425,32;4,71;
="01";="лекос";19;="0137";="йоумоупас амдяеас";="28310-22420";3598,42;0,70;0,92;36,61;3448,37;95,83;140,40;3,90;9,65;0,27;0,00;0,00;157,42;4,37;
="01";="лекос";20;="0044";="йуяиайайгс йуяиайос";="28310-71353";16126,51;3,14;4,12;40,73;15690,99;97,30;606,94;3,76;121,28;0,75;-292,70;-1,82;527,40;3,27;
="01";="лекос";21;="0783";="лаццамиытгс сталатгс";="27828";6115,16;1,19;1,56;42,30;6004,39;98,19;84,67;1,38;26,10;0,43;0,00;0,00;262,79;4,30;
="01";="лекос";22;="0079";="леяымиамайг ф. стукиамг";="28330-41050";3846,35;0,75;0,98;43,28;3808,36;99,01;103,19;2,68;22,20;0,58;-87,40;-2,27;91,53;2,38;
="01";="лекос";23;="0118";="пацымг ак. еуцемиа";="28310-24158";8207,97;1,60;2,10;45,38;7967,97;97,08;160,96;1,96;149,85;1,83;-70,81;-0,86;282,52;3,44;
="01";="лекос";24;="0018";="пападайгс ливагк & сиа ое";="28310-71431";10925,51;2,13;2,79;48,17;10928,99;100,03;112,75;1,03;128,04;1,17;-244,27;-2,24;286,29;2,62;
="01";="лекос";25;="0193";="петяопоукоу ацапг";="28310-33200";4187,77;0,82;1,07;49,24;4001,77;95,56;114,24;2,73;71,76;1,71;0,00;0,00;179,94;4,30;
="01";="лекос";26;="0108";="петяопоукоу амтымиа";="28330-22777";7875,16;1,53;2,01;51,26;7871,53;99,95;92,51;1,17;116,00;1,47;-204,88;-2,60;155,26;1,97;
="01";="лекос";27;="0777";="покиоудайг адаламтиа";="0834-22701";11585,54;2,26;2,96;54,22;11219,08;96,84;233,49;2,02;132,97;1,15;0,00;0,00;523,26;4,52;
="01";="лекос";28;="0092";="саяягс й. мийокаос";="28340-51115";9122,35;1,78;2,33;56,55;8979,68;98,44;43,88;0,48;218,05;2,39;-119,26;-1,31;231,28;2,54;
="01";="лекос";29;="0093";="спамтидайгс иысгж о.е.е.";="28310-23666";7908,22;1,54;2,02;58,57;7712,48;97,52;127,29;1,61;68,45;0,87;0,00;0,00;357,33;4,52;
="01";="лекос";30;="0842";="стежамайг екемг";="52474";3083,04;0,60;0,79;59,36;2997,77;97,23;94,24;3,06;42,05;1,36;-51,02;-1,65;92,87;3,01;
="01";="лекос";31;="0069";="стежамайг лаяиа & сиа ое";="28340-22550";22456,43;4,38;5,74;65,10;21779,52;96,99;910,14;4,05;259,38;1,16;-492,61;-2,19;540,23;2,41;
="01";="лекос";32;="0122";="стежамайг окца & сиа ое";="28310-28283";22166,37;4,32;5,67;70,77;21878,57;98,70;544,33;2,46;195,07;0,88;-451,60;-2,04;596,44;2,69;
="01";="лекос";33;="0078";="стежамайгс ст. елламоугк";="28310-73044";6106,05;1,19;1,56;72,33;6142,87;100,60;27,81;0,46;43,89;0,72;-108,52;-1,78;157,69;2,58;
="01";="лекос";34;="0189";="сж лпяойакайг фав-пеяистеяайг тея & сиа ое";="28310-25123";11570,55;2,26;2,96;75,29;11428,29;98,77;114,52;0,99;27,74;0,24;0,00;0,00;529,29;4,57;
="01";="лекос";35;="0328";="сж мийокоудайгс е. мий - мийокоудайг м. еуац ое";="28310-26052";9612,77;1,87;2,46;77,75;9302,51;96,77;161,85;1,68;148,41;1,54;0,00;0,00;424,88;4,42;
="01";="лекос";36;="0867";="сж пяимиытайгс г.- бамдыяоу а. - пяимиытайгс п. о.е";="27264";12284,74;2,39;3,14;80,89;11467,43;93,35;794,01;6,46;23,30;0,19;0,00;0,00;591,10;4,81;
="01";="лекос";37;="0162";="тфилпкайайг цеыяциа";="28340-22290";13181,18;2,57;3,37;84,26;12641,40;95,90;289,40;2,20;250,38;1,90;0,00;0,00;617,06;4,68;
="01";="лекос";38;="0074";="тсаоукгс цеыяциос & сиа ое";="28310-25360";10276,30;2,00;2,63;86,89;9858,36;95,93;352,95;3,43;219,67;2,14;-154,68;-1,51;326,25;3,17;
="01";="лекос";39;="0791";="тсиолпийас цягцоягс";="54706";15385,29;3,00;3,93;90,82;14848,60;96,51;371,77;2,42;164,92;1,07;0,00;0,00;685,66;4,46;
="01";="лекос";40;="0089";="жяацйиадайг д. еиягмг";="28310-41535";1428,40;0,28;0,37;91,19;1304,63;91,34;123,77;8,66;0,00;0,00;0,00;0,00;81,62;5,71;
="01";="лекос";41;="0436";="жяацйиадайгс дглгтягс";="25813";2920,46;0,57;0,75;91,94;2568,78;87,96;332,38;11,38;19,30;0,66;0,00;0,00;153,73;5,26;
="01";="лекос";42;="0792";="вакйиадайгс амтымгс";="61266";3626,11;0,71;0,93;92,86;3347,35;92,31;278,76;7,69;0,00;0,00;0,00;0,00;202,59;5,59;
="01";="лекос";43;="0049";="ваяйиамайгс мийокаос";="28310-23088";2766,48;0,54;0,71;93,57;2769,80;100,12;56,03;2,03;0,00;0,00;-59,35;-2,15;63,89;2,31;
="01";="лекос";44;="0811";="ватфидайгс епалеимымдас";="28856";6593,53;1,29;1,69;95,26;6501,08;98,60;233,43;3,54;19,70;0,30;-160,68;-2,44;180,73;2,74;
="01";="лекос";45;="1070";="виытайг ваяистг";="28310-28305";4713,86;0,92;1,21;96,46;4476,00;94,95;148,16;3,14;89,70;1,90;0,00;0,00;227,46;4,83;
="01";="лекос";46;="0740";="ьуваяайг еуяидийг";="28310 32927";13838,93;2,70;3,54;100,00;12998,52;93,93;649,74;4,70;410,95;2,97;-220,28;-1,59;443,22;3,20;
йатгцояиа;пеяицяажг;а/а;йыд. пекатг;епымулиа;тгкежымо;тфияос;% етаияиас;% йатгцояиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос;глеяес пистысгс
="02";="лг лекос-жаялайеио";1;="1463";="ALEFANTINOU PHARMACY ийе";="28310-26115";7987,04;1,56;12,16;12,16;7225,41;90,46;636,47;7,97;125,16;1,57;0,00;0,00;434,92;5,45;
="02";="лг лекос-жаялайеио";2;="0896";="акицифайг лаяиа";="28210-58345";35,08;0,01;0,05;12,21;35,08;100,00;0,00;0,00;0,00;0,00;0,00;0,00;-3,56;-10,15;
="02";="лг лекос-жаялайеио";3;="1471";="амастасайгс еут. хяасубоукос";="28210-72156";151,35;0,03;0,23;12,44;151,35;100,00;0,00;0,00;0,00;0,00;0,00;0,00;-0,62;-0,41;
="02";="лг лекос-жаялайеио";4;="1129";="аявокеым екеухеяиос";="28210-97560";32,71;0,01;0,05;12,49;32,70;99,97;0,01;0,03;0,00;0,00;0,00;0,00;-2,36;-7,21;
="02";="лг лекос-жаялайеио";5;="0254";="цмажайг еужяосумг";="28210-64460";32,71;0,01;0,05;12,54;32,70;99,97;0,01;0,03;0,00;0,00;0,00;0,00;-2,36;-7,21;
="02";="лг лекос-жаялайеио";6;="0257";="еустяатиоу деспоима & сиа ое";="28210-02626";507,91;0,10;0,77;13,31;518,65;102,11;0,00;0,00;0,00;0,00;-10,74;-2,11;15,14;2,98;
="02";="лг лекос-жаялайеио";7;="1169";="хеодыяайгс ц. амтымиос";="28210-88902";1226,01;0,24;1,87;15,18;1214,70;99,08;15,90;1,30;0,00;0,00;-4,59;-0,37;58,31;4,76;
="02";="лг лекос-жаялайеио";8;="0368";="йаяежуккайг д. еиягмг";="2824084025";32,71;0,01;0,05;15,23;32,70;99,97;0,01;0,03;0,00;0,00;0,00;0,00;-2,36;-7,21;
="02";="лг лекос-жаялайеио";9;="1473";="ймихайг мий. аийатеяимг";="28210-97980";2864,69;0,56;4,36;19,59;2827,67;98,71;37,02;1,29;0,00;0,00;0,00;0,00;138,59;4,84;
="02";="лг лекос-жаялайеио";10;="0552";="ймихайгс мий. цеыяциос";="28210-93288";2524,89;0,49;3,84;23,43;2480,59;98,25;44,30;1,75;0,00;0,00;0,00;0,00;119,55;4,73;
="02";="лг лекос-жаялайеио";11;="0916";="йумгцайг м. еуцемиа";="28210-74525";110,89;0,02;0,17;23,60;107,49;96,93;3,40;3,07;0,00;0,00;0,00;0,00;6,88;6,20;
йатгцояиа;пеяицяажг;а/а;йыд. пекатг;епымулиа;тгкежымо;тфияос;% етаияиас;% йатгцояиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос;глеяес пистысгс
="02";="лг лекос-жаялайеио";12;="0829";="ламатайгс м. иыаммгс";="28250-61000";4921,27;0,96;7,49;31,09;4538,51;92,22;329,96;6,70;52,80;1,07;0,00;0,00;251,69;5,11;
="02";="лг лекос-жаялайеио";13;="0959";="ливагкидоу с. & сиа ое";="28250-61519";3994,35;0,78;6,08;37,17;3854,17;96,49;140,18;3,51;0,00;0,00;0,00;0,00;207,79;5,20;
="02";="лг лекос-жаялайеио";14;="0354";="ливекайг ц. аийатеяимг";="28210-09551";63,90;0,01;0,10;37,27;63,89;99,98;0,01;0,02;0,00;0,00;0,00;0,00;-1,28;-2,00;
="02";="лг лекос-жаялайеио";15;="1461";="лпа'и'кайг лив. еиягмг";="28250-62893";32,71;0,01;0,05;37,32;32,70;99,97;0,01;0,03;0,00;0,00;0,00;0,00;-2,36;-7,21;
="02";="лг лекос-жаялайеио";16;="0544";="лпотымайгс иыаммгс";="28210-60078";1397,67;0,27;2,13;39,45;1290,51;92,33;93,18;6,67;13,98;1,00;0,00;0,00;79,21;5,67;
="02";="лг лекос-жаялайеио";17;="0192";="яаисайгс йыстас йаи сиа ое";="28210-58844";3024,55;0,59;4,60;44,05;2836,01;93,77;123,47;4,08;65,07;2,15;0,00;0,00;135,59;4,48;
="02";="лг лекос-жаялайеио";18;="1156";="сйакидгс иыаммгс";="28320-20010";5315,04;1,04;8,09;52,14;4931,98;92,79;330,39;6,22;52,67;0,99;0,00;0,00;279,04;5,25;
="02";="лг лекос-жаялайеио";19;="0494";="стахопоукос амтымиос";="28220-41190";19,78;0,00;0,03;52,17;19,78;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,04;0,20;
="02";="лг лекос-жаялайеио";20;="0352";="стяатоудайг амма";="28210-02740";17,66;0,00;0,03;52,20;17,66;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,63;3,57;
="02";="лг лекос-жаялайеио";21;="0051";="сж йатайг еутувиа - йатайгс памтекгс  о.е";="28220-22451";1442,16;0,28;2,20;54,39;1374,83;95,33;50,26;3,49;17,07;1,18;0,00;0,00;70,86;4,91;
="02";="лг лекос-жаялайеио";22;="1449";="сж ластояайг е. - йеяалиамайг д. - йеяалиамайг л.п. ое";="28310-51113";8614,79;1,68;13,11;67,51;7391,75;85,80;1320,71;15,33;46,47;0,54;-144,14;-1,67;363,59;4,22;
="02";="лг лекос-жаялайеио";23;="0249";="сж тфеияамг еуамхиа & стукиамос ое";="28210-31110";1795,15;0,35;2,73;70,24;1602,18;89,25;179,17;9,98;13,80;0,77;0,00;0,00;91,48;5,10;
="02";="лг лекос-жаялайеио";24;="0342";="сж жаяаццитайгс елл. & иыам. ое";="28220-22742";2451,71;0,48;3,73;73,97;2003,07;81,70;296,91;12,11;151,73;6,19;0,00;0,00;118,08;4,82;
="02";="лг лекос-жаялайеио";25;="0190";="жаялайеио е. йаббакоу ое";="28310-28200";4823,12;0,94;7,34;81,31;4420,81;91,66;231,04;4,79;171,27;3,55;0,00;0,00;243,55;5,05;
="02";="лг лекос-жаялайеио";26;="0213";="ватфг еухакиа";="28210-51744";631,58;0,12;0,96;82,28;631,58;100,00;0,00;0,00;0,00;0,00;0,00;0,00;32,02;5,07;
="02";="лг лекос-жаялайеио";27;="1090";="ватфидайи аццекийг";="28310-26519";2772,65;0,54;4,22;86,50;2500,92;90,20;266,67;9,62;68,70;2,48;-63,64;-2,30;94,12;3,39;
="02";="лг лекос-жаялайеио";28;="0212";="ватфидайи епал. аяцуяг";="28310-81081";8871,92;1,73;13,50;100,00;8574,04;96,64;296,66;3,34;141,23;1,59;-140,01;-1,58;330,03;3,72;
йатгцояиа;пеяицяажг;а/а;йыд. пекатг;епымулиа;тгкежымо;тфияос;% етаияиас;% йатгцояиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос;глеяес пистысгс
="90";="жаялайапохгйес хуц/йес";1;="0200";="су.жа.й. сУМ.п.е.";="2810-302000";51547,93;10,05;91,55;91,55;51547,93;100,00;0,00;0,00;0,00;0,00;0,00;0,00;32,61;0,06;
="90";="жаялайапохгйес хуц/йес";2;="2000";="су.жа.к ае";="28420-80198";4758,46;0,93;8,45;100,00;4758,46;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;

йатгцояиа;пеяицяажг;тфияос;% етаияиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос
="01";="лекос";391078,33;76,22;76,22;379653,16;97,08;11091,44;2,84;4567,78;1,17;-4234,05;-1,08;13962,10;3,57
="02";="лг лекос-жаялайеио";65696,00;12,80;89,03;60743,43;92,46;4395,74;6,69;919,95;1,40;-363,12;-0,55;3056,21;4,65
="90";="жаялайапохгйес хуц/йес";56306,39;10,97;100,00;56306,39;100,00;0,00;0,00;0,00;0,00;0,00;0,00;32,61;0,06
