йатгцояиа;пеяицяажг;а/а;йыд. пекатг;епымулиа;тгкежымо;тфияос;% етаияиас;% йатгцояиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос;глеяес пистысгс
="02";="лг лекос-жаялайеио";20;="2003";="йяассамоу е. гкиамма";="210-6083330";23,63;0,37;0,49;38,65;0,00;0,00;23,63;100,00;0,00;0,00;0,00;0,00;-1,16;-4,91;
="02";="лг лекос-жаялайеио";21;="2257";="йымстамтимидоу алакиа & сиа ое";="210-9937627";30,44;0,47;0,63;39,29;0,00;0,00;30,44;100,00;0,00;0,00;0,00;0,00;-0,70;-2,30;
="02";="лг лекос-жаялайеио";22;="2001";="лаваияа д. ваяийкеиа";="22940-66670";88,95;1,38;1,85;41,13;0,00;0,00;88,95;100,00;0,00;0,00;0,00;0,00;-10,28;-11,56;
="02";="лг лекос-жаялайеио";23;="2201";="лпкоужа еуаццекиа";="210-6122440";35,37;0,55;0,74;41,87;0,00;0,00;35,37;100,00;0,00;0,00;0,00;0,00;0,34;0,96;
="02";="лг лекос-жаялайеио";24;="2247";="лпоуфа б. екемг";="210-5622779";62,56;0,97;1,30;43,17;0,00;0,00;62,56;100,00;0,00;0,00;0,00;0,00;-0,40;-0,64;
="02";="лг лекос-жаялайеио";25;="2202";="лукымайг йкеиы & сиа ое";="210-8027301";62,56;0,97;1,30;44,47;0,00;0,00;62,56;100,00;0,00;0,00;0,00;0,00;-0,40;-0,64;
="02";="лг лекос-жаялайеио";26;="2263";="мийокаоу гкиас & сиа ое";="2106040942";54,19;0,84;1,13;45,60;0,00;0,00;54,19;100,00;0,00;0,00;0,00;0,00;0,83;1,53;
="02";="лг лекос-жаялайеио";27;="2267";="мийокаоу хеожикос & сиа ое";="210-5698733";90,63;1,40;1,88;47,48;0,00;0,00;90,63;100,00;0,00;0,00;0,00;0,00;7,04;7,77;
="02";="лг лекос-жаялайеио";28;="2103";="мийокаяайг ц. фалпиа";="210-4134866";97,93;1,52;2,04;49,51;0,00;0,00;97,93;100,00;0,00;0,00;0,00;0,00;-0,06;-0,06;
="02";="лг лекос-жаялайеио";29;="2112";="памациытоу еухакиа-еуаццекиа";="210-8316900";131,68;2,04;2,74;52,25;0,00;0,00;131,68;100,00;0,00;0,00;0,00;0,00;1,17;0,89;
="02";="лг лекос-жаялайеио";30;="2098";="памтафопоукос а & сиа ое";="210-5154618";62,56;0,97;1,30;53,55;0,00;0,00;62,56;100,00;0,00;0,00;0,00;0,00;-0,40;-0,64;
="02";="лг лекос-жаялайеио";31;="2155";="папаеухулиоу й басикеиос ломопяосыпг ийе";="210 8000996";10,55;0,16;0,22;53,77;0,00;0,00;10,55;100,00;0,00;0,00;0,00;0,00;-0,75;-7,11;
="02";="лг лекос-жаялайеио";32;="2162";="папамийокаоу адаламтиа & сиа ее";="2108027214";24,68;0,38;0,51;54,28;0,00;0,00;24,68;100,00;0,00;0,00;0,00;0,00;-3,02;-12,24;
="02";="лг лекос-жаялайеио";33;="2180";="пекейамоу лаяиа";="210-8018870";83,38;1,29;1,73;56,02;0,00;0,00;83,38;100,00;0,00;0,00;0,00;0,00;-6,95;-8,34;
="02";="лг лекос-жаялайеио";34;="2199";="спуяопоукоу амтымиа";="210-2831396";41,64;0,65;0,87;56,88;0,00;0,00;41,64;100,00;0,00;0,00;0,00;0,00;-13,09;-31,44;
="02";="лг лекос-жаялайеио";35;="2122";="стежамайгс елл. мийокаос";="210-6773286";40,53;0,63;0,84;57,72;0,00;0,00;40,53;100,00;0,00;0,00;0,00;0,00;2,94;7,25;
="02";="лг лекос-жаялайеио";36;="2259";="сж лаяиа лива & елламоугк латсацйа ое";="210-2632391";10,55;0,16;0,22;57,94;0,00;0,00;10,55;100,00;0,00;0,00;0,00;0,00;-0,75;-7,11;
="02";="лг лекос-жаялайеио";37;="2072";="тфалакоуйа басикийг & сиа ое";="210-2810626";1490,67;23,10;30,98;88,92;1367,04;91,71;123,63;8,29;0,00;0,00;0,00;0,00;23,67;1,59;
="02";="лг лекос-жаялайеио";38;="2218";="тфамметоу вакоукайоу & сиа ое";="210-2137766";19,76;0,31;0,41;89,33;0,00;0,00;19,76;100,00;0,00;0,00;0,00;0,00;-3,70;-18,72;
="02";="лг лекос-жаялайеио";39;="2240";="тсацдгс пам стауяос";="2105442701";125,12;1,94;2,60;91,93;0,00;0,00;125,12;100,00;0,00;0,00;0,00;0,00;-0,80;-0,64;
="02";="лг лекос-жаялайеио";40;="2048";="тсапяоумг лаяиа";="210-9832140";6,78;0,11;0,14;92,07;0,00;0,00;6,78;100,00;0,00;0,00;0,00;0,00;-0,13;-1,92;
="02";="лг лекос-жаялайеио";41;="2230";="тсеке екемг & хеоваяопоукоу еуа сж ое";="2102918047";34,58;0,54;0,72;92,79;0,00;0,00;34,58;100,00;0,00;0,00;0,00;0,00;-0,05;-0,14;
="02";="лг лекос-жаялайеио";42;="2222";="тситоуяас и. мийокаос";="210-6139342";250,24;3,88;5,20;97,99;0,00;0,00;250,24;100,00;0,00;0,00;0,00;0,00;-1,60;-0,64;
="02";="лг лекос-жаялайеио";43;="2161";="тсивкайгс - нудиас иыаммгс дглгтягс";="210-5610369";19,76;0,31;0,41;98,40;0,00;0,00;19,76;100,00;0,00;0,00;0,00;0,00;-3,70;-18,72;
="02";="лг лекос-жаялайеио";44;="2047";="жкецйас цеыяциос й сиа ее";="210-4532512";41,42;0,64;0,86;99,26;0,00;0,00;41,42;100,00;0,00;0,00;0,00;0,00;0,24;0,58;
="02";="лг лекос-жаялайеио";45;="2242";="ваилпакоцкоу х. лаяиа";="210-2796380";35,37;0,55;0,74;100,00;0,00;0,00;35,37;100,00;0,00;0,00;0,00;0,00;0,34;0,96;
йатгцояиа;пеяицяажг;а/а;йыд. пекатг;епымулиа;тгкежымо;тфияос;% етаияиас;% йатгцояиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос;глеяес пистысгс
="05";="жаялай/хгйес лг лекг";1;="2237";="суметаияислос жаялайопоиым кибадеиас сум пе";="2261026581";1564,00;24,23;100,00;100,00;0,00;0,00;1564,00;100,00;0,00;0,00;0,00;0,00;-9,96;-0,64;

йатгцояиа;пеяицяажг;тфияос;% етаияиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос
="01";="лекос";77,68;1,20;1,20;0,00;0,00;77,68;100,00;0,00;0,00;0,00;0,00;-4,33;-5,57
="02";="лг лекос-жаялайеио";4811,82;74,56;75,77;1852,27;38,49;2959,55;61,51;0,00;0,00;0,00;0,00;-21,68;-0,45
="05";="жаялай/хгйес лг лекг";1564,00;24,23;100,00;0,00;0,00;1564,00;100,00;0,00;0,00;0,00;0,00;-9,96;-0,64
