йатгцояиа;пеяицяажг;а/а;йыд. пекатг;епымулиа;тгкежымо;тфияос;% етаияиас;% йатгцояиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос;глеяес пистысгс
="01";="лекос";13;="1341";="латсицйоу лаяиа & сиа ее";="2241033144";144,88;0,94;1,67;49,74;0,00;0,00;144,88;100,00;0,00;0,00;0,00;0,00;-2,33;-1,61;
="01";="лекос";14;="1349";="лгметтоу  еуаццекиа  ое";="2243059233";156,40;1,02;1,80;51,54;0,00;0,00;156,40;100,00;0,00;0,00;0,00;0,00;-1,82;-1,16;
="01";="лекос";15;="1248";="ливакайгс басикгс";="22410-34282";23,02;0,15;0,27;51,80;0,00;0,00;23,02;100,00;0,00;0,00;0,00;0,00;-1,54;-6,69;
="01";="лекос";16;="1334";="матсийа  окца";="2241050095";62,56;0,41;0,72;52,53;0,00;0,00;62,56;100,00;0,00;0,00;0,00;0,00;-0,73;-1,17;
="01";="лекос";17;="1238";="памациытоу мийокаос";="22420-72234";84,15;0,55;0,97;53,50;0,00;0,00;84,15;100,00;0,00;0,00;0,00;0,00;3,36;3,99;
="01";="лекос";18;="1206";="памас  аятелиос";="22410-30585";73,27;0,48;0,84;54,34;0,00;0,00;73,27;100,00;0,00;0,00;0,00;0,00;1,34;1,83;
="01";="лекос";19;="1263";="пападайг ахамасиа";="2242028449";125,18;0,81;1,44;55,78;0,00;0,00;125,18;100,00;0,00;0,00;0,00;0,00;-7,55;-6,03;
="01";="лекос";20;="1304";="папаливагк басикеиос";="2241065872";112,72;0,73;1,30;57,08;0,00;0,00;112,72;100,00;0,00;0,00;0,00;0,00;-7,11;-6,31;
="01";="лекос";21;="1356";="паукидгс цеыяциос & сиа ее";="2241061881";47,42;0,31;0,55;57,63;0,00;0,00;47,42;100,00;0,00;0,00;0,00;0,00;-2,08;-4,39;
="01";="лекос";22;="1203";="пеяцамтгс памациытгс";="22410-78977";286,88;1,86;3,31;60,94;0,00;0,00;286,88;100,00;0,00;0,00;0,00;0,00;-14,00;-4,88;
="01";="лекос";23;="1346";="пеяидгс иайыбос & сиа ее";="2241033730";74,40;0,48;0,86;61,80;0,00;0,00;74,40;100,00;0,00;0,00;0,00;0,00;-1,25;-1,68;
="01";="лекос";24;="1414";="петас амтымиос  ТОУ  амастасиоу";="2241047077";225,78;1,47;2,60;64,40;0,00;0,00;225,78;100,00;0,00;0,00;0,00;0,00;-29,37;-13,01;
="01";="лекос";25;="1243";="петяа еуцемиа & сиа ое";="2247023782";455,27;2,96;5,25;69,65;0,00;0,00;455,27;100,00;0,00;0,00;0,00;0,00;-81,75;-17,96;
="01";="лекос";26;="1202";="пуяцос цеыяциос";="22410-65610";9,06;0,06;0,10;69,76;0,00;0,00;9,06;100,00;0,00;0,00;0,00;0,00;-3,31;-36,53;
="01";="лекос";27;="1407";="с. ж. еуаццекидг сабба & дглгтяас-ливакитсас ое";="2244044375";292,87;1,90;3,38;73,13;0,00;0,00;292,87;100,00;0,00;0,00;0,00;0,00;-11,94;-4,08;
="01";="лекос";28;="1442";="с.ж. йокояифоу ахгмас & салпац йяистиамас ое";="2244032232";378,96;2,46;4,37;77,50;0,00;0,00;378,96;100,00;0,00;0,00;0,00;0,00;4,77;1,26;
="01";="лекос";29;="1443";="с.ж. яофас & акенамдяоу циаккоусг  ое";="2241085998";13,46;0,09;0,16;77,66;0,00;0,00;13,46;100,00;0,00;0,00;0,00;0,00;-0,46;-3,42;
="01";="лекос";30;="0756";="с.ж. стауяопоукос в. - паппоу е. ое";="2241075747";143,40;0,93;1,65;79,31;0,00;0,00;143,40;100,00;0,00;0,00;0,00;0,00;-1,11;-0,77;
="01";="лекос";31;="1379";="с.ж. тсицамг е. & лакамдягс е. ое";="2241090004";47,17;0,31;0,54;79,86;0,00;0,00;47,17;100,00;0,00;0,00;0,00;0,00;-2,29;-4,85;
="01";="лекос";32;="1359";="стауяоукгс д. вяусобакамтгс памациытгс";="22410-37603";13,78;0,09;0,16;80,01;0,00;0,00;13,78;100,00;0,00;0,00;0,00;0,00;-7,37;-53,48;
="01";="лекос";33;="1295";="сж папакафаяоу й- сталоукг й ое";="22410-74260";96,80;0,63;1,12;81,13;0,00;0,00;96,80;100,00;0,00;0,00;0,00;0,00;-21,11;-21,81;
="01";="лекос";34;="1469";="жаялайеио ц. леилаягс - аий. фаияг ое";="2243051900";466,94;3,03;5,38;86,51;274,55;58,80;192,39;41,20;0,00;0,00;0,00;0,00;-55,64;-11,92;
="01";="лекос";35;="1236";="жаялайеио фаияг аий. & леилаягс лив. ое";="22430-22206";173,31;1,13;2,00;88,51;0,00;0,00;173,31;100,00;0,00;0,00;0,00;0,00;-22,17;-12,79;
="01";="лекос";36;="1400";="жаялайеио мийокаос екеухеяиос потсоу - амтымиос йаяаокамгс ое";="2244022060";167,92;1,09;1,94;90,45;0,00;0,00;167,92;100,00;0,00;0,00;0,00;0,00;-26,58;-15,83;
="01";="лекос";37;="1363";="жаялайеио жкыяас аяцуяоу йаи сиа ое";="2244022200";127,66;0,83;1,47;91,92;0,00;0,00;127,66;100,00;0,00;0,00;0,00;0,00;-3,21;-2,51;
="01";="лекос";38;="1438";="жаялайеио ьукка акенамдяас & сиа ое";="2241030404";126,89;0,82;1,46;93,38;0,00;0,00;126,89;100,00;0,00;0,00;0,00;0,00;-13,74;-10,83;
="01";="лекос";39;="1207";="жоутоукгс  памациытгс";="22440-22543";153,56;1,00;1,77;95,16;0,00;0,00;153,56;100,00;0,00;0,00;0,00;0,00;1,02;0,66;
="01";="лекос";40;="1355";="ватфамтымг  амхг";="2244051250";140,29;0,91;1,62;96,77;0,00;0,00;140,29;100,00;0,00;0,00;0,00;0,00;-8,69;-6,19;
="01";="лекос";41;="1286";="ватфгцеыяциоу паяасйеуг";="22410-81661";91,55;0,59;1,06;97,83;0,00;0,00;91,55;100,00;0,00;0,00;0,00;0,00;2,88;3,15;
="01";="лекос";42;="1256";="ватфгсталатгс елламоугк";="22410-91872";40,63;0,26;0,47;98,30;0,00;0,00;40,63;100,00;0,00;0,00;0,00;0,00;2,62;6,45;
="01";="лекос";43;="1297";="виытг екемг";="22410-31612";19,76;0,13;0,23;98,53;0,00;0,00;19,76;100,00;0,00;0,00;0,00;0,00;-0,87;-4,40;
="01";="лекос";44;="1339";="ьаяас мийокаос & сиа ое";="2244051875";127,87;0,83;1,47;100,00;0,00;0,00;127,87;100,00;0,00;0,00;0,00;0,00;-8,68;-6,79;
йатгцояиа;пеяицяажг;а/а;йыд. пекатг;епымулиа;тгкежымо;тфияос;% етаияиас;% йатгцояиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос;глеяес пистысгс
="02";="лг лекос-жаялайеио";1;="1447";="йамтг  хеодосиа";="2241070111";112,84;0,73;1,68;1,68;0,00;0,00;112,84;100,00;0,00;0,00;0,00;0,00;10,76;9,54;
="02";="лг лекос-жаялайеио";2;="1301";="коифоу иоустимг";="2241074888";40,63;0,26;0,60;2,29;0,00;0,00;40,63;100,00;0,00;0,00;0,00;0,00;2,62;6,45;
="02";="лг лекос-жаялайеио";3;="1376";="ливакайг  вяистима";="2241071920";20,82;0,14;0,31;2,60;0,00;0,00;20,82;100,00;0,00;0,00;0,00;0,00;-5,48;-26,32;
="02";="лг лекос-жаялайеио";4;="1432";="жаялайеио йафоуккайг иппойяатг & сиа ое";="2241069772";34,58;0,22;0,51;3,11;0,00;0,00;34,58;100,00;0,00;0,00;0,00;0,00;2,67;7,72;
="02";="лг лекос-жаялайеио";5;="1309";="ваятеяос мий. екеухеяиос";="2241052200";6507,02;42,29;96,89;100,00;6371,84;97,92;135,18;2,08;0,00;0,00;0,00;0,00;187,62;2,88;

йатгцояиа;пеяицяажг;тфияос;% етаияиас;% ахяоистийа;жаялайа тфияос;% жаялайа;паяажаялайа тфияос;% паяажаялайа;цаката тфияос;% цаката;диажояа тфияос;% диажояа;лийто йеядос аниа;% лийто йеядос
="01";="лекос";8671,96;56,36;56,36;2386,87;27,52;6285,09;72,48;0,00;0,00;0,00;0,00;-403,11;-4,65
="02";="лг лекос-жаялайеио";6715,89;43,64;100,00;6371,84;94,88;344,05;5,12;0,00;0,00;0,00;0,00;198,19;2,95
